Action,MatchKind,ContextKey,OldID,NewID,OldText,NewText,Occurrences,ActiveOccurrences,Packages,States,Locations,GameLocation,CandidateIDs,Applied
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G13,352010995873,890000000001509,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:35791,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C22,354140743120,890000000001510,Barrens,Barrens,1,1,jazz-maps,moditems,jazz-maps:items.lua:32979,,130761115220 | 354140743120 | 774425543634,yes
assign-mod-id,generated-context-not-in-game,BanterDef Herman_03_Lynch Text section:Banters_Local_Ernie/Herman_03_Lynch (whispering) voice:Herman,358005945497,890000000001511,"Пожалуйста, не говорите им! Умоляю!","Пожалуйста, не говорите им! Умоляю!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107076,,358005945497,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C12,362300472642,699044440017,Берег реки в саванне,Savanna River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:2044,CampaignPreset HotDiamonds display_name Sector name for C12,699044440017 | 813854540497,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H31,372265675362,890000000001512,Wassergrab Mining Area,Wassergrab Mining Area,1,1,jazz-maps,moditems,jazz-maps:items.lua:37054,,372265675362,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D29,375119513470,890000000001513,Sturmwasser Island,Sturmwasser Island,1,1,jazz-maps,moditems,jazz-maps:items.lua:33926,,375119513470,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J20,386849526320,890000000001514,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:38905,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for O20,389634246053,890000000001515,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:42295,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for P9,389634246053,890000000001515,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:43252,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D4,394862111109,849017194251,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:1812,CampaignPreset HotDiamonds display_name Sector name for D4,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
restore-vanilla,generated-context,BanterDef StealthTutorialNPC_01 Text section:Banters_Local_Ernie_Triggered/StealthTutorialNPC_01 voice:CivilianMale_1,405688224355,405688224355,Здесь их полно... Они застрелили <em>Тинхея</em> и схватили <em>Германа</em>. А я... я решил смыться. Но в деревне их целая куча! Вы сможете <em>подкрасться</em> и перестрелять их?,"The village is full of them... They shot <em>Tinhay</em> and took <em>Herman</em>, and... I decided to sneak away. But there are more of them here! You will <em>sneak up</em> on them and shoot them, right?",1,1,jazz-maps,moditems,jazz-maps:items.lua:108003,"BanterDef StealthTutorialNPC_01 Text ",405688224355,yes
restore-vanilla,generated-context,BanterDef Ernie_Basil_01_approach Text section:Banters_Local_Ernie/Ernie_Basil_01_approach voice:Raven,406545461879,406545461879,"Что-то мне подсказывает, она не поле для мини-гольфа там устраивает.",I'm guessing she didn't do that just to install a miniature golf course.,1,1,jazz-maps,moditems,jazz-maps:items.lua:107789,"BanterDef Ernie_Basil_01_approach Text ",406545461879,yes
restore-vanilla,generated-context,GuardpostObjective Bastien DescriptionCompleted,412367823038,412367823038,<em>Бандиты Бастьена</em> больше не будут помогать своим дружкам из Легиона,<em>Bastien's goons</em> won't be helping their Legion friends,1,1,jazz-maps,moditems,jazz-maps:items.lua:108087,GuardpostObjective Bastien DescriptionCompleted,412367823038,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Civilians_19_Ernie Text section:SharedOverheard_Civilians/Shared_Conversation_Civilians_19_Ernie >> +1 Militia at the Fort voice:CivilianMale_1,415122588518,890000000001516,"Говорят, в форте набирают ополчение. Я, пожалуй, запишусь.","Говорят, в форте набирают ополчение. Я, пожалуй, запишусь.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107885,,415122588518,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C24,426114319628,890000000001517,Dead Animal Crossing,Dead Animal Crossing,1,1,jazz-maps,moditems,jazz-maps:items.lua:33043,,426114319628,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L17,435786085300,890000000001518,Fort Brigand,Fort Brigand,1,1,jazz-maps,moditems,jazz-maps:items.lua:40409,,435786085300,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N13,451163287007,890000000001519,Port Cacao Docks,Port Cacao Docks,1,1,jazz-maps,moditems,jazz-maps:items.lua:41550,,236361251071 | 451163287007,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C4,451604040075,890000000001520,Seagull Island,Seagull Island,1,1,jazz-maps,moditems,jazz-maps:items.lua:33209,,451604040075 | 912047207547,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H29,452842482038,890000000001521,Bien Chien Island,Bien Chien Island,1,1,jazz-maps,moditems,jazz-maps:items.lua:36991,,119007272810 | 282699334168 | 452842482038,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L17_Underground,465909367256,890000000001522,Underground Tunnel,Underground Tunnel,1,1,jazz-maps,moditems,jazz-maps:items.lua:40444,,465909367256,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J7,468789385226,890000000001523,Emerald Coast,Emerald Coast,1,1,jazz-maps,moditems,jazz-maps:items.lua:39313,,468789385226,yes
restore-vanilla,generated-context,GuardpostObjective Bastien Description,469611849036,469611849036,Разберитесь с <em>Бастьеном</em> и его семьей,Deal with <em>Bastien</em> and his family,1,1,jazz-maps,moditems,jazz-maps:items.lua:108086,GuardpostObjective Bastien Description,469611849036,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for P11,471933787811,890000000001524,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:42602,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H18,473242751429,890000000001525,Fleatown La Boue,Fleatown La Boue,1,1,jazz-maps,moditems,jazz-maps:items.lua:36698,,473242751429,yes
restore-vanilla,generated-context,BanterDef Ernie_VillagerMale_17 Text section:Banters_Local_Ernie/Ernie_VillagerMale_17 voice:Scully,473513140256,473513140256,Не переживай. Моря на всех хватит. По опыту говорю.,"Don't worry, mate. There's plenty of fish in the sea. Trust me.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107496,"BanterDef Ernie_VillagerMale_17 Text ",473513140256,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H15,479373881405,890000000001526,Jungle,Jungle,1,1,jazz-maps,moditems,jazz-maps:items.lua:36650,,212115428613 | 479373881405 | 550382054096 | 567363836892,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_13_Outlook Text section:SharedOverheard_Custom/Shared_Conversation_Legion_13_Outlook Stealth hint banters voice:LegionBanterActor2,481606210176,890000000001527,"Да не дрейфь. Спорим, они туда прокрались, а потом решили их всё-таки снять. Или теперь просто добивают. Чтоб наверняка.","Да не дрейфь. Спорим, они туда прокрались, а потом решили их всё-таки снять. Или теперь просто добивают. Чтоб наверняка.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107927,,481606210176,yes
assign-mod-id,generated-context-not-in-game,Conversation Jose_1 KeywordT,482976736771,890000000001528,Die!,Die!,4,4,jazz-maps,moditems,jazz-maps:items.lua:17315 | jazz-maps:items.lua:18895 | jazz-maps:items.lua:22649 | jazz-maps:items.lua:25436,,201358055928 | 242465586968 | 436646718037 | 482976736771 | 504385615173 | 556356311385 | 576234899526 | 593080899412 | 610740141290 | 620033578293 | 648229087778 | 999773688396,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J17,491457898220,890000000001529,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:38816,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J14,499129490679,890000000001530,Rimville,Rimville,1,1,jazz-maps,moditems,jazz-maps:items.lua:38473,,499129490679,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F12,503047310675,890000000001531,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:34855,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G11,503047310675,890000000001531,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:35635,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J12,504402203656,890000000001532,Savanna Coast,Savanna Coast,1,1,jazz-maps,moditems,jazz-maps:items.lua:38427,,102139312765 | 504402203656 | 651631302344 | 686125655967 | 868894864770,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L16,504986718282,890000000001533,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:40360,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for A9,510202168289,296385373440,Горы,Highlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:1691,CampaignPreset HotDiamonds display_name Sector name for A9,109599909548 | 214209723378 | 296385373440 | 368294662072 | 389232961179 | 623794348368 | 626295560563 | 964205144819,yes
restore-vanilla,generated-context,BanterDef Martha_02_PostLynch_Luc Text section:Banters_Local_Ernie/Martha_02_PostLynch_Luc voice:Martha,511249329533,511249329533,"Что ж, думаю, он получил по заслугам! Я забираю Германа с этого проклятого острова!","Well, I guess he got what he deserved! I'm taking my Herman away from this wretched island!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107304,"BanterDef Martha_02_PostLynch_Luc Text ",511249329533,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for K32,514347454600,890000000001534,Twin Manors,Twin Manors,1,1,jazz-maps,moditems,jazz-maps:items.lua:40000,,514347454600,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for K21,520135539808,890000000001535,Camp Bien Chien,Camp Bien Chien,1,1,jazz-maps,moditems,jazz-maps:items.lua:39707,,520135539808,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D9,535826827958,105404009840,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:2256,CampaignPreset HotDiamonds display_name Sector name for D9,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Civilians_19_Ernie Text section:SharedOverheard_Civilians/Shared_Conversation_Civilians_19_Ernie >> +1 Militia at the Fort voice:CivilianMale_1,536245616721,890000000001536,"Да, точно. Сходи-ка ты за ним! Я... буду ждать тебя тут.","Да, точно. Сходи-ка ты за ним! Я... буду ждать тебя тут.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107893,,536245616721,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D19,542953130301,864553029424,Берег реки в джунглях,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:2582,CampaignPreset HotDiamonds display_name Sector name for D19,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
restore-vanilla,generated-context,BanterDef Ernie_VillagerFemale_13 Text section:Banters_Local_Ernie/Ernie_VillagerFemale_13 voice:MD,543581619865,543581619865,Такого не может быть... Или может?,That can't be true... Can it?,1,1,jazz-maps,moditems,jazz-maps:items.lua:107403,"BanterDef Ernie_VillagerFemale_13 Text ",543581619865,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for B5,547505775524,791011159552,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:1914,CampaignPreset HotDiamonds display_name Sector name for B5,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I18,549167447088,890000000001537,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:37405,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I6_Underground,549697085851,890000000001538,Bunker FB45-68,Bunker FB45-68,1,1,jazz-maps,moditems,jazz-maps:items.lua:38142,,549697085851,yes
assign-mod-id,generated-context-not-in-game,Conversation Pierre_1 KeywordT,556648424716,890000000001539,Yes,Yes,1,1,jazz-maps,moditems,jazz-maps:items.lua:12346,,1138 | 147627288183 | 556648424716 | 689884995409,yes
assign-mod-id,generated-context-not-in-game,Conversation Pierre_2 KeywordT,557225474228,890000000001540,Goodbye,Goodbye,24,24,jazz-maps,moditems,jazz-maps:items.lua:15474 | jazz-maps:items.lua:15503 | jazz-maps:items.lua:17453 | jazz-maps:items.lua:17529 | jazz-maps:items.lua:20048 | jazz-maps:items.lua:20566 | jazz-maps:items.lua:20581 | jazz-maps:items.lua:23097 | jazz-maps:items.lua:23530 | jazz-maps:items.lua:23972 | jazz-maps:items.lua:25606 | jazz-maps:items.lua:26738 | jazz-maps:items.lua:26754 | jazz-maps:items.lua:29142 | jazz-maps:items.lua:29160 | jazz-maps:items.lua:30018 | jazz-maps:items.lua:30176 | jazz-maps:items.lua:30462 | jazz-maps:items.lua:30979 | jazz-maps:items.lua:31123 | jazz-maps:items.lua:31244 | jazz-maps:items.lua:54531 | jazz-maps:items.lua:54552 | jazz-maps:items.lua:54630,,557225474228 | 848299426076,yes
restore-vanilla,generated-context,BanterDef Martha_01_Lynch Text section:Banters_Local_Ernie/Martha_01_Lynch voice:Martha,558745820525,558745820525,"Спасибо, что вырвали моего Германа из грязных лап Диди.",Thank you for pulling my Herman from that Deedee's filthy paws.,1,1,jazz-maps,moditems,jazz-maps:items.lua:107214,"BanterDef Martha_01_Lynch Text ",558745820525,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for E10,561867464607,890000000001541,Кам-Саван,Кам-Саван,1,1,jazz-maps,moditems,jazz-maps:items.lua:34127,,128287745811 | 561867464607,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for F7,561867464607,561867464607,Кам-Саван,Camp Savane,1,1,jazz-maps,moditems,jazz-maps:items.lua:2315,CampaignPreset HotDiamonds display_name Sector name for F7,128287745811 | 561867464607,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C5,563315434102,108636137949,Лагерь браконьеров,Poacher Camp,1,1,jazz-maps,moditems,jazz-maps:items.lua:1872,CampaignPreset HotDiamonds display_name Sector name for C5,108636137949,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N30,568113508607,890000000001542,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:41887,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D7,580447225647,580447225647,Трущобы Пантагрюэля,Pantagruel Slums,1,1,jazz-maps,moditems,jazz-maps:items.lua:2143,CampaignPreset HotDiamonds display_name Sector name for D7,458587723778 | 580447225647,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for E15,580447225647,890000000001543,Трущобы Пантагрюэля,Трущобы Пантагрюэля,1,1,jazz-maps,moditems,jazz-maps:items.lua:34294,,458587723778 | 580447225647,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_07_Ernie Text section:SharedOverheard_Enemies/Shared_Conversation_Legion_07_Ernie not taken Ernie Fort voice:LegionMale_1,585192376306,890000000001544,"Чего ж тут сладкого-то? Ну, а суровая правда жизни?","Чего ж тут сладкого-то? Ну, а суровая правда жизни?",1,1,jazz-maps,moditems,jazz-maps:items.lua:107971,,585192376306,yes
assign-mod-id,generated-context-not-in-game,Conversation Jose_1 KeywordT,586177032721,890000000001545,Hands up!,Hands up!,6,6,jazz-maps,moditems,jazz-maps:items.lua:17090 | jazz-maps:items.lua:17183 | jazz-maps:items.lua:18521 | jazz-maps:items.lua:18572 | jazz-maps:items.lua:25369 | jazz-maps:items.lua:25591,,586177032721,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D17,588901431087,588901431087,Иль-Мора,Ille Morat,1,1,jazz-maps,moditems,jazz-maps:items.lua:2476,CampaignPreset HotDiamonds display_name Sector name for D17,588901431087 | 621640415254 | 661116738236,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F28,588901431087,890000000001546,Иль-Мора,Иль-Мора,1,1,jazz-maps,moditems,jazz-maps:items.lua:35356,,588901431087 | 621640415254 | 661116738236,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D26_Underground,592602310517,890000000001547,Freeloader's Cavern,Freeloader's Cavern,1,1,jazz-maps,moditems,jazz-maps:items.lua:33813,,592602310517,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C26,592928139416,890000000001548,Clifftop Overlook,Clifftop Overlook,1,1,jazz-maps,moditems,jazz-maps:items.lua:33089,,592928139416,yes
assign-mod-id,generated-context-not-in-game,"BanterDef Ernie_VillagerMale_19 Text section:Banters_Local_Ernie/Ernie_VillagerMale_19 Fort taken, world flip voice:CivilianMale_2",604838824711,890000000001549,"Это правда, что они там в <em>форте</em> конструировали установку, управляющую погодой?","Это правда, что они там в <em>форте</em> конструировали установку, управляющую погодой?",1,1,jazz-maps,moditems,jazz-maps:items.lua:107548,,604838824711,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F13,605614248181,890000000001550,Refugee Camp,Refugee Camp,1,1,jazz-maps,moditems,jazz-maps:items.lua:34893,,211513219761 | 605614248181,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C14,607387504891,890000000001551,Old Gas Station,Old Gas Station,1,1,jazz-maps,moditems,jazz-maps:items.lua:32739,,607387504891,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_13_Outlook Text section:SharedOverheard_Custom/Shared_Conversation_Legion_13_Outlook Stealth hint banters voice:LegionBanterActor1,611225710790,890000000001552,А если к нам так же кто-нибудь прокрадётся?,А если к нам так же кто-нибудь прокрадётся?,1,1,jazz-maps,moditems,jazz-maps:items.lua:107931,,611225710790,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G22,612776379237,890000000001553,Camp Chien Sauvage,Camp Chien Sauvage,1,1,jazz-maps,moditems,jazz-maps:items.lua:35946,,375740490392 | 612776379237,yes
restore-vanilla,generated-context,GuardpostObjective Bunker DescriptionCompleted,613060088781,613060088781,Теперь оружие и боеприпасы из бункера не попадут в <em>форт Ло-Блё</em>,A stash of weapons and ammo won't be making its way to <em>Fort L'Eau Bleu</em>,1,1,jazz-maps,moditems,jazz-maps:items.lua:108034,GuardpostObjective Bunker DescriptionCompleted,613060088781,yes
assign-mod-id,,BanterDef Ernie_VillagerMale_05 Text section:Banters_Local_Ernie/Ernie_VillagerMale_05 voice:Vicki,630893818309,890000000001554,"Похоже, не повредит туда еще наведаться.","Похоже, не повредит туда еще наведаться.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107456,,,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I7,636794988947,890000000001555,Fort L'Eau Bleu,Fort L'Eau Bleu,1,1,jazz-maps,moditems,jazz-maps:items.lua:38165,,628569525444 | 636794988947,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for I8,642649418249,932097434495,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:2282,CampaignPreset HotDiamonds display_name Sector name for I8,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
restore-vanilla,generated-context,BanterDef Ernie_Billy_10 Text section:Banters_Local_Ernie/Ernie_Billy_10 voice:Tex,644585210399,644585210399,"Уже, друг мой, уже!","They already have, my friend!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107747,"BanterDef Ernie_Billy_10 Text ",644585210399,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H19,647441593762,890000000001556,Fleatown Flea Market,Fleatown Flea Market,1,1,jazz-maps,moditems,jazz-maps:items.lua:36736,,647441593762,yes
assign-mod-id,generated-context-not-in-game,Conversation Pierre_2 KeywordT,647698836002,890000000001557,What happened to you?,What happened to you?,2,2,jazz-maps,moditems,jazz-maps:items.lua:14220 | jazz-maps:items.lua:14316,,647698836002,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J28_Underground,648391059464,890000000001558,U-Bahn Station C,U-Bahn Station C,1,1,jazz-maps,moditems,jazz-maps:items.lua:39053,,648391059464,yes
restore-vanilla,generated-context,BanterDef Ernie_VillagerMale_19 Text section:Banters_Local_Ernie/Ernie_VillagerMale_19 voice:Ivan,650594671395,650594671395,Это секретная информация. Кыш!,Is not for you to know. Кыш!,1,1,jazz-maps,moditems,jazz-maps:items.lua:107559,"BanterDef Ernie_VillagerMale_19 Text ",650594671395,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H10,651631302344,890000000001559,Savanna Coast,Savanna Coast,1,1,jazz-maps,moditems,jazz-maps:items.lua:36503,,102139312765 | 504402203656 | 651631302344 | 686125655967 | 868894864770,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J16,656751822276,890000000001560,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:38789,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N27,671801258616,890000000001561,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:41795,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
assign-mod-id,,BanterDef Ernie_Basil_01_approach Text section:Banters_Local_Ernie/Ernie_Basil_01_approach voice:Vicki,674616445270,890000000001562,"Тяжелую технику? Ты имеешь на виду грузовики, бульдозеры? Зачем они ей, man?","Тяжелую технику? Ты имеешь на виду грузовики, бульдозеры? Зачем они ей, man?",1,1,jazz-maps,moditems,jazz-maps:items.lua:107781,,,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N22,685169154774,890000000001563,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:41697,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D28,685901275490,890000000001564,The Fracture,The Fracture,1,1,jazz-maps,moditems,jazz-maps:items.lua:33861,,685901275490,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I11,686125655967,890000000001565,Savanna Coast,Savanna Coast,1,1,jazz-maps,moditems,jazz-maps:items.lua:37230,,102139312765 | 504402203656 | 651631302344 | 686125655967 | 868894864770,yes
restore-vanilla,generated-context,BanterDef Herman_04_PostLynch_Luc Text section:Banters_Local_Ernie/Herman_04_PostLynch_Luc voice:Hanging_Herman,690319261962,690319261962,"Спасибо, что промолчали. Вот, это за мое спасение. Я кое-что скопил, чтобы мы с Мартой могли свалить отсюда как можно быстрее. Уверен, вы меня понимаете.","I appreciate you keeping your mouth shut. Here, have these for saving me. I just kept a few odds and ends so Martha and I can get out of here as quick as possible. I'm sure you understand. ",1,1,jazz-maps,moditems,jazz-maps:items.lua:107099,"BanterDef Herman_04_PostLynch_Luc Text ",690319261962,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for M31,696031593743,890000000001566,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:41266,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
