ID,SourceText,Russian,English,Notes
890000000003705,"Urban Brawl / Night Ops. Муж Фатимы, отец Пако. Внедрился в армию Арулько по просьбе Мигеля, был раскрыт и бежал в лес. Отряд встречает его блуждающим в лесах Тракона. Статы 70+, Dexterity 91. Одиночка, привыкший полагаться только на себя после провала операции.","Urban Brawl / Night Ops. Муж Фатимы, отец Пако. Внедрился в армию Арулько по просьбе Мигеля, был раскрыт и бежал в лес. Отряд встречает его блуждающим в лесах Тракона. Статы 70+, Dexterity 91. Одиночка, привыкший полагаться только на себя после провала операции.","Urban Brawl / Night Ops. Husband of Fatima, father of Paco. Went undercover in the Arulco army at Miguel's request, was exposed, and fled into the forest. The squad finds him wandering the Tracona woods. Stats 70+, 91 Dexterity. A loner who's learned to rely only on himself since the operation fell apart.",design=docs/design/mercs-ja12/manuel.md; unit=Jazz_Manuel; field=Bio; status=ready; executable=true
890000000006202,Тортон «Мясо» Джонс,Тортон «Мясо» Джонс,"Thorton ""Meat"" Jones",design=docs/design/mercs-ja12/meat.md; unit=Jazz_Meat; field=Name; status=ready; executable=true
890000000006205,"Dexterity 68, Agility 54, Wisdom 29, Strength 98, Mechanical 59, Explosives 64. Агрессивен и туповат, но взрывчатку носит и ставит без страха. Дружит с Быком; странно запал на Тоску. Его недолюбливают почти все местные из Арулько.","Dexterity 68, Agility 54, Wisdom 29, Strength 98, Mechanical 59, Explosives 64. Агрессивен и туповат, но взрывчатку носит и ставит без страха. Дружит с Быком; странно запал на Тоску. Его недолюбливают почти все местные из Арулько.","68 Dexterity, 54 Agility, 29 Wisdom, 98 Strength, 59 Mechanical, 64 Explosives. Aggressive and none too bright, but carries and plants explosives without a hint of fear. Friends with Bull; has a weird crush on Tosca. Widely disliked by Arulco locals.",design=docs/design/mercs-ja12/meat.md; unit=Jazz_Meat; field=Bio; status=ready; executable=true
890000000003202,Мигель Кордона,Мигель Кордона,Miguel Cordona,design=docs/design/mercs-ja12/miguel.md; unit=Jazz_Miguel; field=Name; status=ready; executable=true
890000000003205,"Статы 70–80, Leadership 98 — лучший лидер повстанцев Арулько, прошедший ночные операции и рукопашный бой. Дружит с Карлосом, Айрой и Тенью; не сходится характером с неким Игги (упоминание из JA2, персонаж пока не заведён в моде); недолюбливает немцев за колониальное наследие.","Статы 70–80, Leadership 98 — лучший лидер повстанцев Арулько, прошедший ночные операции и рукопашный бой. Дружит с Карлосом, Айрой и Тенью; не сходится характером с неким Игги (упоминание из JA2, персонаж пока не заведён в моде); недолюбливает немцев за колониальное наследие.","Stats in the 70-80 range, 98 Leadership — the best rebel leader Arulco has, trained in night operations and hand-to-hand combat. Friends with Carlos, Ira, and Shadow; doesn't get along with someone named Iggy (JA2 mention, not yet a character in this mod); dislikes Germans over the colonial legacy.",design=docs/design/mercs-ja12/miguel.md; unit=Jazz_Miguel; field=Bio; status=ready; executable=true
890000000002302,Майк,Майк,Mike,design=docs/design/mercs-ja12/mike.md; unit=Jazz_Mike; field=Name; status=ready; executable=true
890000000002305,"Классика JA1. В Night Ops — перевербовка вражеского солдата в бою в AIM-специалиста; в модах для JA2 (1.13) — прямой найм через AIM. Одиночка по натуре, но именно поэтому надёжен один на один. Дружит со Стероидом; JA2-байки про вражду с Гасом и Иваном остаются флейвором, пока эти отношения не подтверждены отдельным дизайном.","Классика JA1. В Night Ops — перевербовка вражеского солдата в бою в AIM-специалиста; в модах для JA2 (1.13) — прямой найм через AIM. Одиночка по натуре, но именно поэтому надёжен один на один. Дружит со Стероидом; JA2-байки про вражду с Гасом и Иваном остаются флейвором, пока эти отношения не подтверждены отдельным дизайном.","A JA1 classic. In Night Ops he's a battlefield conversion — an enemy soldier flipped mid-fight into an AIM-grade specialist; JA2 mod scenes (1.13) hire him straight through AIM instead. A loner by nature, which is exactly why he's dependable one-on-one. Friends with Steroid (vanilla AIM merc); the old JA2 rumors about beef with Gus and Ivan stay flavor-only until that relationship gets its own confirmed design pass.",design=docs/design/mercs-ja12/mike.md; unit=Jazz_Mike; field=Bio; status=ready; executable=true
890000000003802,Виктор «Монк» Колесников,Виктор «Монк» Колесников,"Viktor ""Monk"" Kolesnikov",design=docs/design/mercs-ja12/monk.md; unit=Jazz_Monk; field=Name; status=ready; executable=true
890000000003805,"Wildfire. Ветеран Чеченской войны, не любит вспоминать родину. Статы 80–90, Marksmanship 94, прочие навыки 20–30. Одиночка, действует лучше вдали от толпы. Симпатизирует Лоре; недолюбливает Ивана и Конрада.","Wildfire. Ветеран Чеченской войны, не любит вспоминать родину. Статы 80–90, Marksmanship 94, прочие навыки 20–30. Одиночка, действует лучше вдали от толпы. Симпатизирует Лоре; недолюбливает Ивана и Конрада.","Wildfire. A Chechen war veteran who avoids talking about home. Stats in the 80-90 range, 94 Marksmanship, other skills 20-30. A loner who performs better away from a crowd. Has a soft spot for Laura; doesn't get along with Ivan or Conrad.",design=docs/design/mercs-ja12/monk.md; unit=Jazz_Monk; field=Bio; status=ready; executable=true
890000000002902,Фрэнки «Нервный» Гордон,Фрэнки «Нервный» Гордон,"Frankie ""Nervous"" Gordon",design=docs/design/mercs-ja12/nervous.md; unit=Jazz_Nervous; field=Name; status=ready; executable=true
890000000002905,"Статы 60–70, Wisdom 58, Marksmanship 48, Explosives 31. Псих на постоянном взводе, стреляет длинными очередями и не умеет по-другому. Дружит с Бритвой и Рикошетом (родственные безумцы); терпеть не может Биффа за трусость.","Статы 60–70, Wisdom 58, Marksmanship 48, Explosives 31. Псих на постоянном взводе, стреляет длинными очередями и не умеет по-другому. Дружит с Бритвой и Рикошетом (родственные безумцы); терпеть не может Биффа за трусость.","Stats in the 60-70 range, 58 Wisdom, 48 Marksmanship, 31 Explosives. A psycho who's permanently wound up and only knows how to shoot in long bursts. Friends with Blade and Ricochet (fellow lunatics); can't stand Biff's cowardice.",design=docs/design/mercs-ja12/nervous.md; unit=Jazz_Nervous; field=Bio; status=ready; executable=true
890000000002602,Доктор Дэниел «Дэнни» Квинтен,Доктор Дэниел «Дэнни» Квинтен,"Doctor Daniel ""Danny"" Quinten",design=docs/design/mercs-ja12/quinten.md; unit=Jazz_Quinten; field=Name; status=ready; executable=true
890000000002605,"99 Health, 99 Agility, около 80 Strength/Dexterity, Wisdom 91, Medical 88, Marksmanship 61. Одиночка, стреляет и лечит одинаково хорошо обеими руками. Не любит Стероида, Мясо и Биффа — считает их всех безответственными в поле.","99 Health, 99 Agility, около 80 Strength/Dexterity, Wisdom 91, Medical 88, Marksmanship 61. Одиночка, стреляет и лечит одинаково хорошо обеими руками. Не любит Стероида, Мясо и Биффа — считает их всех безответственными в поле.","99 Health, 99 Agility, roughly 80 Strength/Dexterity, 91 Wisdom, 88 Medical, 61 Marksmanship. A loner who shoots and treats wounds equally well with either hand. Doesn't get along with Steroid, Meat, or Biff — considers all three reckless in the field.",design=docs/design/mercs-ja12/quinten.md; unit=Jazz_Quinten; field=Bio; status=ready; executable=true
890000000004602,Тим «Рикошет» Саттонн,Тим «Рикошет» Саттонн,"Tim ""Ricochet"" Sutton",design=docs/design/mercs-ja12/ricochet.md; unit=Jazz_Ricochet; field=Name; status=ready; executable=true
890000000004605,"Заниженные для ближнего боя статы (Agility 60, Strength 75), но Marksmanship 88 говорит о хорошей руке для бросков. Одиночка. Уважает Злобного; терпеть не может Сидни, Вики и Скоупа.","Заниженные для ближнего боя статы (Agility 60, Strength 75), но Marksmanship 88 говорит о хорошей руке для бросков. Одиночка. Уважает Злобного; терпеть не может Сидни, Вики и Скоупа.","Underwhelming stats for a melee specialist (60 Agility, 75 Strength), but a strong 88 Marksmanship gives his throwing arm real precision. A loner. Respects Vicious; can't stand Sidney, Vicki, or Scope.",design=docs/design/mercs-ja12/ricochet.md; unit=Jazz_Ricochet; field=Bio; status=ready; executable=true
890000000004651,Брием «Шенк» Друз,Брием «Шенк» Друз,"Briem ""Shank"" Drews",design=docs/design/mercs-ja12/shank.md; unit=Jazz_Shank; field=Name; status=ready; executable=true
890000000004654,"Статы 30–35, но Wisdom 80. Не умеет плавать, оптимист. Дружит с Динамо и Иваном. Работает за 20 долларов в день — дешевле только даром.","Статы 30–35, но Wisdom 80. Не умеет плавать, оптимист. Дружит с Динамо и Иваном. Работает за 20 долларов в день — дешевле только даром.","Stats in the 30-35 range, but 80 Wisdom. Can't swim, incurable optimist. Friends with Dynamo and Ivan. Works for $20 a day — cheaper only if it were free.",design=docs/design/mercs-ja12/shank.md; unit=Jazz_Shank; field=Bio; status=ready; executable=true
890000000004102,Кирк «Статик» Стивенсон,Кирк «Статик» Стивенсон,"Kirk ""Static"" Stevenson",design=docs/design/mercs-ja12/static.md; unit=Jazz_Static; field=Name; status=ready; executable=true
890000000004105,"Статы 60–80, Strength 59, Dexterity 95, Wisdom 60, Mechanical 99. Боится насекомых. Дружит со Спайдером и обкуренным Ларри; не любит трезвого Ларри, Ротмана, Блэйда; недолюбливает швейцарцев.","Статы 60–80, Strength 59, Dexterity 95, Wisdom 60, Mechanical 99. Боится насекомых. Дружит со Спайдером и обкуренным Ларри; не любит трезвого Ларри, Ротмана, Блэйда; недолюбливает швейцарцев.","Stats in the 60-80 range, 59 Strength, 95 Dexterity, 60 Wisdom, 99 Mechanical. Terrified of insects. Friends with Spider and a stoned Larry; can't stand a sober Larry, Rothman, or Blade; not fond of the Swiss.",design=docs/design/mercs-ja12/static.md; unit=Jazz_Static; field=Bio; status=ready; executable=true
890000000004763,Рудольф Штайгер,Рудольф Штайгер,Rudolf Steiger,design=docs/design/mercs-ja12/steiger.md; unit=Jazz_Steiger; field=Name; status=ready; executable=true
890000000004766,"Wildfire. Статы 75–85, Сила 69, Мудрость 90, Лидерство 69, Меткость 94. Плохо переносит жару. Любит Хеннинга, Лору и Гранти; недолюбливает Корда и Булла. Очень дорогой специалист.","Wildfire. Статы 75–85, Сила 69, Мудрость 90, Лидерство 69, Меткость 94. Плохо переносит жару. Любит Хеннинга, Лору и Гранти; недолюбливает Корда и Булла. Очень дорогой специалист.","Wildfire mercenary. Stats in the 75-85 range, 69 Strength, 90 Wisdom, 69 Leadership, 94 Marksmanship. Handles heat poorly. Fond of Henning, Laura, and Grunty; not fond of Cord or Bull. A very expensive specialist.",design=docs/design/mercs-ja12/steiger.md; unit=Jazz_Steiger; field=Bio; status=ready; executable=true
890000000002702,Жан-Пьер «Злобный» Вио,Жан-Пьер «Злобный» Вио,"Jean-Pierre ""Vicious"" Vio",design=docs/design/mercs-ja12/vicious.md; unit=Jazz_Vicious; field=Name; status=ready; executable=true
890000000002705,"Статы 80–90, Wisdom 55, Marksmanship 82. Агрессивный французский боец ближнего боя, клеится к Лиске, Пауку и — по слухам из JA2 — к некой Лаве. Терпеть не может британцев.","Статы 80–90, Wisdom 55, Marksmanship 82. Агрессивный французский боец ближнего боя, клеится к Лиске, Пауку и — по слухам из JA2 — к некой Лаве. Терпеть не может британцев.","Stats in the 80-90 range, 55 Wisdom, 82 Marksmanship. An aggressive French close-combat fighter who flirts with Fox, Spider, and — per unconfirmed JA2 rumor — someone named Lava. Can't stand the British.",design=docs/design/mercs-ja12/vicious.md; unit=Jazz_Vicious; field=Bio; status=ready; executable=true
890000000004731,Леннарт «Зануда» Вильде,Леннарт «Зануда» Вильде,"Lennart ""Vilde"" Wilde",design=docs/design/mercs-ja12/vilde.md; unit=Jazz_Vilde; field=Name; status=ready; executable=true
890000000004734,"Wildfire. Статы ~80, Leadership 67, Marksmanship 74. Плохо переносит жару. Педантичен до занудства — отсюда прозвище. Любит Аллика и Монка; недолюбливает Доктора Кью и Линкса.","Wildfire. Статы ~80, Leadership 67, Marksmanship 74. Плохо переносит жару. Педантичен до занудства — отсюда прозвище. Любит Аллика и Монка; недолюбливает Доктора Кью и Линкса.","Wildfire mercenary. Stats around 80, 67 Leadership, 74 Marksmanship. Handles heat poorly. Pedantic to the point of being tedious — hence the nickname. Fond of Allik and Monk; not fond of Dr.Q or Lynx.",design=docs/design/mercs-ja12/vilde.md; unit=Jazz_Vilde; field=Bio; status=ready; executable=true
890000000004667,Доктор Винсент «Винс»,Доктор Винсент «Винс»,"Doctor Vincent ""Vince""",design=docs/design/mercs-ja12/vince.md; unit=Jazz_Vince; field=Name; status=ready; executable=true
890000000004670,"Health 94, Dexterity 92, Agility 49, Marksmanship 35, Wisdom 94, Medical 94, Leadership 33. Быстро учится сам и легко учит других; одинаково хорошо стреляет и лечит обеими руками. Страдает клаустрофобией.","Health 94, Dexterity 92, Agility 49, Marksmanship 35, Wisdom 94, Medical 94, Leadership 33. Быстро учится сам и легко учит других; одинаково хорошо стреляет и лечит обеими руками. Страдает клаустрофобией.","94 Health, 92 Dexterity, 49 Agility, 35 Marksmanship, 94 Wisdom, 94 Medical, 33 Leadership. A fast learner who's just as quick to teach others; shoots and treats wounds equally well with either hand. Suffers from claustrophobia.",design=docs/design/mercs-ja12/vince.md; unit=Jazz_Vince; field=Bio; status=ready; executable=true
